,total time,count,normalized total time,normalized count
Child gaze,203.64,6,0.9143318965517241,0.026939655172413795
Child gesture,9.57,6,0.04296875,0.026939655172413795
Child prop manipulation,14.02,17,0.06294899425287356,0.07632902298850575
Child utterance,17.919999999999998,21,0.08045977011494253,0.09428879310344827
Conversational turns,286.63999999999993,56,1.2869971264367812,0.2514367816091954
Joint attention,156.14,17,0.7010596264367815,0.07632902298850575
Non-verbal scaffolding,4.1000000000000005,6,0.018408764367816095,0.026939655172413795
Parent affect,17.240000000000002,7,0.0774066091954023,0.03142959770114943
Parent affective touch,4.5,4,0.020204741379310345,0.017959770114942528
Parent gaze,224.82,29,1.0094288793103448,0.13020833333333334
Parent gesture,3.7,5,0.01661278735632184,0.02244971264367816
Parent prop manipulation,3.42,6,0.015355603448275862,0.026939655172413795
Parent utterance,69.84,55,0.3135775862068966,0.24694683908045978
Verbal scaffolding,32.84,22,0.14744971264367818,0.09877873563218391
robot pointing,24.268,10,0.10896192528735632,0.04489942528735632
robot text,196.137,45,0.8806438577586208,0.20204741379310345
CP,69.60000000000002,19,0.3125000000000001,0.08530890804597702
CPC,72.27999999999999,9,0.32453304597701144,0.04040948275862069
PC,66.88,16,0.30028735632183906,0.07183908045977011
PCP,77.87999999999992,12,0.3496767241379307,0.05387931034482759
affective,1.72,2,0.0077227011494252875,0.008979885057471264
affective touch,4.5,4,0.020204741379310345,0.017959770114942528
child,25.4,28,0.11404454022988506,0.1257183908045977
cognitive,33.980000000000004,24,0.1525682471264368,0.10775862068965518
correction,17.601,5,0.07902747844827586,0.02244971264367816
missing data,8.2,8,0.03681752873563218,0.035919540229885055
other,7.666,4,0.03441989942528736,0.017959770114942528
parent,3.42,6,0.015355603448275862,0.026939655172413795
pick up,32.134,10,0.1442798132183908,0.04489942528735632
point at prop,37.538,21,0.16854346264367814,0.09428879310344827
positive 1,6.0,3,0.026939655172413795,0.013469827586206897
positive 2,1.76,1,0.007902298850574713,0.004489942528735632
positive 2 positive 1,3.56,1,0.01598419540229885,0.004489942528735632
positive 3,5.92,2,0.02658045977011494,0.008979885057471264
positive feedback,34.6,10,0.15535201149425287,0.04489942528735632
put down,15.934,5,0.07154274425287356,0.02244971264367816
song,54.534,1,0.24485452586206896,0.004489942528735632
tablet,573.22,41,2.573724856321839,0.1840876436781609
teach,17.733999999999998,5,0.07962464080459769,0.02244971264367816
technical,1.24,2,0.005567528735632184,0.008979885057471264
try again,15.934000000000001,5,0.07154274425287357,0.02244971264367816
utterance,79.56,68,0.3572198275862069,0.305316091954023
Child gaze:tablet,203.64,6,0.9143318965517241,0.026939655172413795
Child gesture:point at prop,9.57,6,0.04296875,0.026939655172413795
Child prop manipulation:child,14.02,17,0.06294899425287356,0.07632902298850575
Child utterance:missing data,1.48,2,0.006645114942528735,0.008979885057471264
Child utterance:utterance,16.44,19,0.0738146551724138,0.08530890804597702
Conversational turns:CP,69.60000000000002,19,0.3125000000000001,0.08530890804597702
Conversational turns:CPC,72.27999999999999,9,0.32453304597701144,0.04040948275862069
Conversational turns:PC,66.88,16,0.30028735632183906,0.07183908045977011
Conversational turns:PCP,77.87999999999992,12,0.3496767241379307,0.05387931034482759
Joint attention:tablet,156.14,17,0.7010596264367815,0.07632902298850575
Non-verbal scaffolding:cognitive,3.7,5,0.01661278735632184,0.02244971264367816
Non-verbal scaffolding:technical,0.4,1,0.001795977011494253,0.004489942528735632
Parent affect:positive 1,6.0,3,0.026939655172413795,0.013469827586206897
Parent affect:positive 2,1.76,1,0.007902298850574713,0.004489942528735632
Parent affect:positive 2 positive 1,3.56,1,0.01598419540229885,0.004489942528735632
Parent affect:positive 3,5.92,2,0.02658045977011494,0.008979885057471264
Parent affective touch:affective touch,4.5,4,0.020204741379310345,0.017959770114942528
Parent gaze:child,11.38,11,0.0510955459770115,0.049389367816091954
Parent gaze:tablet,213.44,18,0.9583333333333334,0.08081896551724138
Parent gesture:point at prop,3.7,5,0.01661278735632184,0.02244971264367816
Parent prop manipulation:parent,3.42,6,0.015355603448275862,0.026939655172413795
Parent utterance:missing data,6.720000000000001,6,0.03017241379310345,0.026939655172413795
Parent utterance:utterance,63.120000000000005,49,0.28340517241379315,0.22000718390804597
Verbal scaffolding:affective,1.72,2,0.0077227011494252875,0.008979885057471264
Verbal scaffolding:cognitive,30.28,19,0.13595545977011494,0.08530890804597702
Verbal scaffolding:technical,0.84,1,0.0037715517241379308,0.004489942528735632
robot pointing:point at prop,24.268,10,0.10896192528735632,0.04489942528735632
robot text:correction,17.601,5,0.07902747844827586,0.02244971264367816
robot text:other,7.666,4,0.03441989942528736,0.017959770114942528
robot text:pick up,32.134,10,0.1442798132183908,0.04489942528735632
robot text:positive feedback,34.6,10,0.15535201149425287,0.04489942528735632
robot text:put down,15.934,5,0.07154274425287356,0.02244971264367816
robot text:song,54.534,1,0.24485452586206896,0.004489942528735632
robot text:teach,17.733999999999998,5,0.07962464080459769,0.02244971264367816
robot text:try again,15.934000000000001,5,0.07154274425287357,0.02244971264367816
