,total time,count,normalized total time,normalized count
Child affect,33.32,10,-1.0686337395766519,-0.32071840923669026
Child gaze,200.17999999999998,13,-6.420141116100065,-0.41693393200769735
Child gesture,25.44,12,-0.8159076330981401,-0.3848620910840283
Child prop manipulation,27.84,15,-0.8928800513149456,-0.4810776138550354
Child utterance,30.72,33,-0.9852469531751125,-1.0583707504810778
Conversational turns,490.10000000000053,90,-15.718409236690206,-2.8864656831302122
Joint attention,162.82,29,-5.221937139191791,-0.9300833867864018
Mutual gaze,1.9200000000000017,1,-0.061577934573444584,-0.03207184092366903
Non-verbal scaffolding,3.84,4,-0.12315586914688906,-0.1282873636946761
Parent affect,1.68,1,-0.053880692751763964,-0.03207184092366903
Parent gaze,271.12,67,-8.695317511225147,-2.1488133418858246
Parent gesture,5.92,7,-0.18986529826812062,-0.22450288646568317
Parent prop manipulation,1.28,1,-0.041051956382296355,-0.03207184092366903
Parent utterance,43.8,37,-1.4047466324567033,-1.186658114175754
Verbal scaffolding,15.16,13,-0.48620910840282244,-0.41693393200769735
robot pointing,30.8,10,-0.987812700449006,-0.32071840923669026
robot text,220.4,40,-7.068633739576653,-1.282873636946761
CP,81.8000000000001,23,-2.6234765875561292,-0.7376523412443876
CPC,137.4200000000002,19,-4.4073123797306035,-0.6093649775497115
MG,1.9200000000000017,1,-0.061577934573444584,-0.03207184092366903
PC,109.74000000000018,26,-3.5195638229634447,-0.8338678640153947
PCP,161.14000000000007,22,-5.168056446440029,-0.7055805003207186
affective,0.56,1,-0.017960230917254655,-0.03207184092366903
child,70.84,47,-2.271969211032714,-1.5073765234124443
cognitive,18.44,16,-0.5914047466324569,-0.5131494547787044
correction,13.8,3,-0.4425914047466326,-0.09621552277100708
other,14.08,8,-0.45157152020525987,-0.2565747273893522
parent,4.44,2,-0.14239897370109048,-0.06414368184733805
pick up,41.2,10,-1.3213598460551639,-0.32071840923669026
point at prop,57.88,24,-1.8563181526619634,-0.7697241821680566
positive 1,28.160000000000004,8,-0.9031430404105198,-0.2565747273893522
positive 2,6.84,3,-0.21937139191789615,-0.09621552277100708
positive feedback,45.4,10,-1.4560615779345738,-0.32071840923669026
put down,21.8,5,-0.6991661321359848,-0.16035920461834513
song,55.2,1,-1.7703656189865304,-0.03207184092366903
tablet,587.96,76,-18.856959589480443,-2.437459910198846
teach,21.2,5,-0.6799230275817834,-0.16035920461834513
try again,12.0,3,-0.3848620910840283,-0.09621552277100708
utterance,74.52,70,-2.3899935856318155,-2.245028864656832
Child affect:positive 1,26.480000000000004,7,-0.849262347658756,-0.22450288646568317
Child affect:positive 2,6.84,3,-0.21937139191789615,-0.09621552277100708
Child gaze:parent,3.16,1,-0.10134701731879413,-0.03207184092366903
Child gaze:tablet,197.01999999999998,12,-6.318794098781271,-0.3848620910840283
Child gesture:other,2.2,2,-0.07055805003207187,-0.06414368184733805
Child gesture:point at prop,23.24,10,-0.7453495830660681,-0.32071840923669026
Child prop manipulation:child,27.84,15,-0.8928800513149456,-0.4810776138550354
Child utterance:utterance,30.72,33,-0.9852469531751125,-1.0583707504810778
Conversational turns:CP,81.8000000000001,23,-2.6234765875561292,-0.7376523412443876
Conversational turns:CPC,137.4200000000002,19,-4.4073123797306035,-0.6093649775497115
Conversational turns:PC,109.74000000000018,26,-3.5195638229634447,-0.8338678640153947
Conversational turns:PCP,161.14000000000007,22,-5.168056446440029,-0.7055805003207186
Joint attention:tablet,162.82,29,-5.221937139191791,-0.9300833867864018
Mutual gaze:MG,1.9200000000000017,1,-0.061577934573444584,-0.03207184092366903
Non-verbal scaffolding:cognitive,3.84,4,-0.12315586914688906,-0.1282873636946761
Parent affect:positive 1,1.68,1,-0.053880692751763964,-0.03207184092366903
Parent gaze:child,43.0,32,-1.3790891597177681,-1.0262989095574089
Parent gaze:tablet,228.12,35,-7.3162283515073785,-1.122514432328416
Parent gesture:other,2.08,3,-0.06670942912123158,-0.09621552277100708
Parent gesture:point at prop,3.84,4,-0.12315586914688906,-0.1282873636946761
Parent prop manipulation:parent,1.28,1,-0.041051956382296355,-0.03207184092366903
Parent utterance:utterance,43.8,37,-1.4047466324567033,-1.186658114175754
Verbal scaffolding:affective,0.56,1,-0.017960230917254655,-0.03207184092366903
Verbal scaffolding:cognitive,14.6,12,-0.46824887748556776,-0.3848620910840283
robot pointing:point at prop,30.8,10,-0.987812700449006,-0.32071840923669026
robot text:correction,13.8,3,-0.4425914047466326,-0.09621552277100708
robot text:other,9.8,3,-0.3143040410519565,-0.09621552277100708
robot text:pick up,41.2,10,-1.3213598460551639,-0.32071840923669026
robot text:positive feedback,45.4,10,-1.4560615779345738,-0.32071840923669026
robot text:put down,21.8,5,-0.6991661321359848,-0.16035920461834513
robot text:song,55.2,1,-1.7703656189865304,-0.03207184092366903
robot text:teach,21.2,5,-0.6799230275817834,-0.16035920461834513
robot text:try again,12.0,3,-0.3848620910840283,-0.09621552277100708
