,total time,count,normalized total time,normalized count
Child affect,8.16,3,0.027354461526083958,0.01005678732576616
Child gaze,275.40000000000003,12,0.9232130765053336,0.04022714930306464
Child prop manipulation,34.52,20,0.11572009949514929,0.06704524883844107
Child utterance,1.0,2,0.0033522624419220536,0.006704524883844107
Conversational turns,25.36,4,0.08501337552714328,0.013409049767688214
Joint attention,219.39999999999998,16,0.7354863797576985,0.05363619907075286
Mutual gaze,1.2400000000000002,1,0.004156805427983347,0.0033522624419220536
Non-verbal scaffolding,18.48,9,0.06194980992671955,0.03017036197729848
Parent affect,115.60000000000001,16,0.3875215382861894,0.05363619907075286
Parent gaze,245.44,16,0.8227792937453487,0.05363619907075286
Parent gesture,19.080000000000002,9,0.06396116739187278,0.03017036197729848
Parent prop manipulation,1.88,2,0.0063022533908134604,0.006704524883844107
Parent utterance,48.16,43,0.1614449592029661,0.14414728500264828
Verbal scaffolding,21.16,17,0.07093387327107065,0.05698846151267491
robot pointing,17.867,10,0.05989487304982133,0.033522624419220534
robot text,146.798,37,0.4921054219492736,0.12403371035111597
CP,4.219999999999999,1,0.014146547504911062,0.0033522624419220536
MG,1.2400000000000002,1,0.004156805427983347,0.0033522624419220536
PC,12.18,2,0.040830556542610606,0.006704524883844107
PCP,8.96,1,0.030036271479621603,0.0033522624419220536
affective,3.24,3,0.010861330311827453,0.01005678732576616
child,50.32,28,0.16868584607751771,0.09386334837381749
cognitive,30.88,18,0.10351786420655301,0.06034072395459696
correction,4.266,2,0.01430075157723948,0.006704524883844107
other,6.146,4,0.02060300496805294,0.013409049767688214
parent,3.48,3,0.011665873297888745,0.01005678732576616
pick up,19.401,9,0.06503724363572976,0.03017036197729848
point at prop,34.467,17,0.11554242958572741,0.05698846151267491
positive 1,103.0,15,0.3452830315179715,0.0502839366288308
positive 2,20.76,4,0.06959296829430184,0.013409049767688214
positive feedback,23.732,10,0.07955589227169417,0.033522624419220534
put down,11.533999999999999,5,0.03866499500512896,0.016761312209610267
song,67.266,1,0.22549328541832886,0.0033522624419220536
tablet,722.84,35,2.423149383518937,0.11732918546727186
teach,14.0,6,0.046931674186908745,0.02011357465153232
technical,5.52,5,0.018504488679409733,0.016761312209610267
try again,2.933,2,0.009832185742157383,0.006704524883844107
utterance,49.16,45,0.16479722164488814,0.1508518098864924
Child affect:positive 1,7.2,2,0.024136289581838784,0.006704524883844107
Child affect:positive 2,0.96,1,0.0032181719442451713,0.0033522624419220536
Child gaze:parent,1.6,1,0.005363619907075286,0.0033522624419220536
Child gaze:tablet,273.8,11,0.9178494565982582,0.03687488686114259
Child prop manipulation:child,34.52,20,0.11572009949514929,0.06704524883844107
Child utterance:utterance,1.0,2,0.0033522624419220536,0.006704524883844107
Conversational turns:CP,4.219999999999999,1,0.014146547504911062,0.0033522624419220536
Conversational turns:PC,12.18,2,0.040830556542610606,0.006704524883844107
Conversational turns:PCP,8.96,1,0.030036271479621603,0.0033522624419220536
Joint attention:tablet,219.39999999999998,16,0.7354863797576985,0.05363619907075286
Mutual gaze:MG,1.2400000000000002,1,0.004156805427983347,0.0033522624419220536
Non-verbal scaffolding:cognitive,16.6,7,0.05564755653590609,0.023465837093454373
Non-verbal scaffolding:technical,1.88,2,0.0063022533908134604,0.006704524883844107
Parent affect:positive 1,95.8,13,0.3211467419361327,0.043579411744986696
Parent affect:positive 2,19.8,3,0.06637479635005666,0.01005678732576616
Parent gaze:child,15.8,8,0.052965746582368446,0.02681809953537643
Parent gaze:tablet,229.64,8,0.7698135471629803,0.02681809953537643
Parent gesture:other,2.48,2,0.008313610855966692,0.006704524883844107
Parent gesture:point at prop,16.6,7,0.05564755653590609,0.023465837093454373
Parent prop manipulation:parent,1.88,2,0.0063022533908134604,0.006704524883844107
Parent utterance:utterance,48.16,43,0.1614449592029661,0.14414728500264828
Verbal scaffolding:affective,3.24,3,0.010861330311827453,0.01005678732576616
Verbal scaffolding:cognitive,14.28,11,0.04787030767064692,0.03687488686114259
Verbal scaffolding:technical,3.64,3,0.012202235288596274,0.01005678732576616
robot pointing:point at prop,17.867,10,0.05989487304982133,0.033522624419220534
robot text:correction,4.266,2,0.01430075157723948,0.006704524883844107
robot text:other,3.6660000000000004,2,0.012289394112086249,0.006704524883844107
robot text:pick up,19.401,9,0.06503724363572976,0.03017036197729848
robot text:positive feedback,23.732,10,0.07955589227169417,0.033522624419220534
robot text:put down,11.533999999999999,5,0.03866499500512896,0.016761312209610267
robot text:song,67.266,1,0.22549328541832886,0.0033522624419220536
robot text:teach,14.0,6,0.046931674186908745,0.02011357465153232
robot text:try again,2.933,2,0.009832185742157383,0.006704524883844107
