,total time,count,normalized total time,normalized count
Child affect,61.36,18,0.27400196481200323,0.08037867285880146
Child gaze,276.96,105,1.2367598463874252,0.4688755916763419
Child prop manipulation,110.75999999999999,21,0.4945967669911583,0.09377511833526837
Child utterance,9.68,9,0.043225864070733235,0.04018933642940073
Conversational turns,193.75999999999993,37,0.8652317585067426,0.1652228275430919
Joint attention,147.29999999999998,80,0.6577654728945252,0.35723854603911764
Mutual gaze,1.759999999999991,1,0.007859248012860547,0.00446548182548897
Non-verbal scaffolding,33.16,29,0.14807537733321424,0.12949897293918014
Parent affect,65.52,22,0.2925783692060373,0.09824060016075735
Parent affective touch,24.080000000000002,5,0.10752880235777441,0.022327409127444853
Parent gaze,237.44,100,1.060284004644101,0.44654818254889705
Parent gesture,34.32,30,0.15325533625078147,0.13396445476466912
Parent prop manipulation,4.5600000000000005,4,0.020362597124229706,0.01786192730195588
Parent utterance,99.56,86,0.44458337054568187,0.38403143699205144
Verbal scaffolding,52.08,43,0.23256229347146556,0.19201571849602572
robot pointing,40.933,17,0.18278556756274003,0.0759131910333125
robot text,169.665,50,0.7576359739215861,0.22327409127444853
CP,30.379999999999946,9,0.13566133785835469,0.04018933642940073
CPC,12.579999999999991,2,0.05617576136465121,0.00893096365097794
MG,1.759999999999991,1,0.007859248012860547,0.00446548182548897
PC,60.61999999999995,13,0.27069750826114114,0.05805126373135661
PCP,90.18000000000005,13,0.40269715102259557,0.05805126373135661
affective,9.92,11,0.044297579708850586,0.049120300080378675
affective touch,24.080000000000002,5,0.10752880235777441,0.022327409127444853
child,144.07999999999998,42,0.6433866214164508,0.18755023667053675
cognitive,67.84,53,0.30293828704117176,0.23667053675091543
instruction translation,1.76,2,0.007859248012860589,0.00893096365097794
other,8.666,4,0.03869786549968742,0.01786192730195588
parent,9.16,7,0.04090381352147897,0.03125837277842279
pick up,20.333000000000002,8,0.09079664195766725,0.03572385460391176
point at prop,75.253,47,0.3360409038135215,0.2098776457979816
positive 1,51.16,22,0.2284540501920157,0.09824060016075735
positive 2,53.2,13,0.23756363311601322,0.05805126373135661
positive 3,22.52,5,0.10056265071001161,0.022327409127444853
positive feedback,37.934,13,0.16939358756809858,0.05805126373135661
props,452.58000000000004,131,2.0209877645797985,0.5849781191390551
put down,27.466,10,0.12264892381888007,0.044654818254889705
robot,171.19999999999993,130,0.7644904885237114,0.5805126373135662
song,42.267,1,0.1887425203179423,0.00446548182548897
teach,29.599,12,0.13217379655264802,0.053585781905867644
technical,5.720000000000001,6,0.025542556041796914,0.026792890952933822
try again,3.4,2,0.015182638206662498,0.00893096365097794
utterance,109.24,95,0.48780923461641507,0.4242207734214522
Child affect:positive 1,26.64,10,0.11896043583102617,0.044654818254889705
Child affect:positive 2,30.8,7,0.1375368402250603,0.03125837277842279
Child affect:positive 3,3.92,1,0.017504688755916764,0.00446548182548897
Child gaze:parent,4.6,3,0.020541216397249262,0.013396445476466911
Child gaze:props,187.16,52,0.8357595784585157,0.23220505492542645
Child gaze:robot,85.2,50,0.38045905153166026,0.22327409127444853
Child prop manipulation:child,110.75999999999999,21,0.4945967669911583,0.09377511833526837
Child utterance:utterance,9.68,9,0.043225864070733235,0.04018933642940073
Conversational turns:CP,30.379999999999946,9,0.13566133785835469,0.04018933642940073
Conversational turns:CPC,12.579999999999991,2,0.05617576136465121,0.00893096365097794
Conversational turns:PC,60.61999999999995,13,0.27069750826114114,0.05805126373135661
Conversational turns:PCP,90.18000000000005,13,0.40269715102259557,0.05805126373135661
Joint attention:props,117.42000000000004,45,0.5243368759489151,0.20094668214700367
Joint attention:robot,29.879999999999928,35,0.1334285969456101,0.15629186389211397
Mutual gaze:MG,1.759999999999991,1,0.007859248012860547,0.00446548182548897
Non-verbal scaffolding:cognitive,30.12,25,0.1345003125837278,0.11163704563722426
Non-verbal scaffolding:technical,3.04,4,0.01357506474948647,0.01786192730195588
Parent affect:positive 1,24.52,12,0.10949361436098955,0.053585781905867644
Parent affect:positive 2,22.4,6,0.10002679289095293,0.026792890952933822
Parent affect:positive 3,18.6,4,0.08305796195409486,0.01786192730195588
Parent affective touch:affective touch,24.080000000000002,5,0.10752880235777441,0.022327409127444853
Parent gaze:child,33.32,21,0.1487898544252925,0.09377511833526837
Parent gaze:props,148.0,34,0.6608913101723676,0.151826382066625
Parent gaze:robot,56.120000000000005,45,0.250602840046441,0.20094668214700367
Parent gesture:point at prop,34.32,30,0.15325533625078147,0.13396445476466912
Parent prop manipulation:parent,4.5600000000000005,4,0.020362597124229706,0.01786192730195588
Parent utterance:utterance,99.56,86,0.44458337054568187,0.38403143699205144
Verbal scaffolding:affective,9.92,11,0.044297579708850586,0.049120300080378675
Verbal scaffolding:cognitive,37.72,28,0.16843797445744396,0.12503349111369116
Verbal scaffolding:instruction translation,1.76,2,0.007859248012860589,0.00893096365097794
Verbal scaffolding:technical,2.68,2,0.011967491292310442,0.00893096365097794
robot pointing:point at prop,40.933,17,0.18278556756274003,0.0759131910333125
robot text:other,8.666,4,0.03869786549968742,0.01786192730195588
robot text:pick up,20.333000000000002,8,0.09079664195766725,0.03572385460391176
robot text:positive feedback,37.934,13,0.16939358756809858,0.05805126373135661
robot text:put down,27.466,10,0.12264892381888007,0.044654818254889705
robot text:song,42.267,1,0.1887425203179423,0.00446548182548897
robot text:teach,29.599,12,0.13217379655264802,0.053585781905867644
robot text:try again,3.4,2,0.015182638206662498,0.00893096365097794
