,total time,count,normalized total time,normalized count
Child affect,144.56,18,0.674316634014367,0.08396305625524769
Child gaze,282.0,107,1.3154212146655473,0.4991137232950835
Child gesture,7.08,4,0.03302546879373076,0.018658456945610597
Child prop manipulation,87.84,23,0.40973971452560876,0.10728612743726094
Child utterance,3.0199999999999996,4,0.014087134993936,0.018658456945610597
Conversational turns,24.259999999999962,5,0.1131635413751281,0.02332307118201325
Joint attention,168.02000000000007,49,0.7837484840003734,0.22856609758372984
Mutual gaze,11.859999999999996,10,0.05532232484373541,0.0466461423640265
Non-verbal scaffolding,3.3600000000000003,4,0.015673103834312904,0.018658456945610597
Parent affect,29.08,10,0.13564698199458905,0.0466461423640265
Parent gaze,282.0,35,1.3154212146655473,0.16326149827409273
Parent gesture,16.28,10,0.07593991976863514,0.0466461423640265
Parent prop manipulation,0.64,1,0.002985353111297696,0.004664614236402649
Parent utterance,45.08,34,0.21028080977703142,0.1585968840376901
Verbal scaffolding,28.32,19,0.13210187517492303,0.08862767049165034
robot pointing,39.398,17,0.18377647168579161,0.07929844201884505
robot text,179.929,52,0.8392993749416924,0.2425599402929378
CP,9.159999999999968,3,0.04272786640544812,0.013993842709207949
MG,11.859999999999996,10,0.05532232484373541,0.0466461423640265
PC,6.719999999999999,1,0.0313462076686258,0.004664614236402649
PCP,8.379999999999995,1,0.039089467301054184,0.004664614236402649
affective,6.6,3,0.030786453960257486,0.013993842709207949
child,108.28,34,0.505084429517679,0.1585968840376901
cognitive,21.92,16,0.10224834406194609,0.07463382778244239
correction,7.932,3,0.03699972012314582,0.013993842709207949
missing data,35.539999999999985,14,0.1657803899617501,0.0653045993096371
other,17.226,12,0.08035264483627204,0.055975370836831795
other vocalization,0.48,1,0.002239014833473272,0.004664614236402649
parent,32.160000000000004,28,0.15001399384270922,0.1306091986192742
pick up,20.401,9,0.09516279503685045,0.041981528127623846
point at prop,48.438,23,0.22594458438287154,0.10728612743726094
positive 1,159.6,24,0.7444724321298628,0.11195074167366359
positive 2,14.04,4,0.0654911838790932,0.018658456945610597
positive feedback,15.599,6,0.07276331747364494,0.027987685418415897
props,333.32000000000005,86,1.5548092172777315,0.4011568243306279
put down,22.134,9,0.10324657150853625,0.041981528127623846
robot,322.64,58,1.5049911372329507,0.27054762571135366
song,66.934,1,0.3122212892993749,0.004664614236402649
teach,28.73,13,0.13401436701184813,0.06063998507323445
technical,3.16,4,0.014740180987032373,0.018658456945610597
try again,7.733,5,0.036071461890101686,0.02332307118201325
utterance,43.74,34,0.2040302267002519,0.1585968840376901
Child affect:positive 1,133.48,15,0.6226327082750256,0.06996921354603974
Child affect:positive 2,11.08,3,0.05168392573934136,0.013993842709207949
Child gaze:missing data,5.4,3,0.02518891687657431,0.013993842709207949
Child gaze:parent,31.52,27,0.1470286407314115,0.12594458438287154
Child gaze:props,104.6,40,0.4879186491277171,0.186584569456106
Child gaze:robot,140.48,37,0.6552850079298441,0.17259072674689804
Child gesture:point at prop,7.08,4,0.03302546879373076,0.018658456945610597
Child prop manipulation:child,87.84,23,0.40973971452560876,0.10728612743726094
Child utterance:other vocalization,0.48,1,0.002239014833473272,0.004664614236402649
Child utterance:utterance,2.54,3,0.01184812016046273,0.013993842709207949
Conversational turns:CP,9.159999999999968,3,0.04272786640544812,0.013993842709207949
Conversational turns:PC,6.719999999999999,1,0.0313462076686258,0.004664614236402649
Conversational turns:PCP,8.379999999999995,1,0.039089467301054184,0.004664614236402649
Joint attention:missing data,4.579999999999984,3,0.02136393320272406,0.013993842709207949
Joint attention:props,83.16000000000008,35,0.3879093198992447,0.16326149827409273
Joint attention:robot,80.28,11,0.37447523089840473,0.05131075660042914
Mutual gaze:MG,11.859999999999996,10,0.05532232484373541,0.0466461423640265
Non-verbal scaffolding:cognitive,1.36,1,0.006343875361507604,0.004664614236402649
Non-verbal scaffolding:technical,2.0,3,0.009329228472805299,0.013993842709207949
Parent affect:positive 1,26.12,9,0.12183972385483721,0.041981528127623846
Parent affect:positive 2,2.96,1,0.013807258139751843,0.004664614236402649
Parent gaze:child,20.44,11,0.09534471499207016,0.05131075660042914
Parent gaze:missing data,14.12,3,0.0658643530180054,0.013993842709207949
Parent gaze:props,145.56,11,0.6789812482507697,0.05131075660042914
Parent gaze:robot,101.88,10,0.4752308984047019,0.0466461423640265
Parent gesture:missing data,7.56,2,0.03526448362720403,0.009329228472805299
Parent gesture:other,6.76,6,0.03153279223808191,0.027987685418415897
Parent gesture:point at prop,1.96,2,0.009142643903349193,0.009329228472805299
Parent prop manipulation:parent,0.64,1,0.002985353111297696,0.004664614236402649
Parent utterance:missing data,3.88,3,0.01809870323724228,0.013993842709207949
Parent utterance:utterance,41.2,31,0.19218210653978918,0.14460304132848215
Verbal scaffolding:affective,6.6,3,0.030786453960257486,0.013993842709207949
Verbal scaffolding:cognitive,20.56,15,0.09590446870043846,0.06996921354603974
Verbal scaffolding:technical,1.16,1,0.005410952514227073,0.004664614236402649
robot pointing:point at prop,39.398,17,0.18377647168579161,0.07929844201884505
robot text:correction,7.932,3,0.03699972012314582,0.013993842709207949
robot text:other,10.466,6,0.048819852598190126,0.027987685418415897
robot text:pick up,20.401,9,0.09516279503685045,0.041981528127623846
robot text:positive feedback,15.599,6,0.07276331747364494,0.027987685418415897
robot text:put down,22.134,9,0.10324657150853625,0.041981528127623846
robot text:song,66.934,1,0.3122212892993749,0.004664614236402649
robot text:teach,28.73,13,0.13401436701184813,0.06063998507323445
robot text:try again,7.733,5,0.036071461890101686,0.02332307118201325
