,total time,count,normalized total time,normalized count
Child affect,65.28,20,0.4186762442278092,0.12827090815802977
Child gaze,277.12,10,1.7773217034376605,0.06413545407901489
Child gesture,67.0,22,0.4297075423293997,0.14109799897383274
Child prop manipulation,40.6,16,0.2603899435608004,0.10261672652642381
Child utterance,29.8,22,0.19112365315546437,0.14109799897383274
Conversational turns,490.2600000000001,81,3.1443047716777843,0.5194971780400206
Joint attention,237.39999999999992,19,1.5225756798358128,0.12185736275012828
Mutual gaze,1.1999999999999886,1,0.0076962544894817134,0.006413545407901488
Non-verbal scaffolding,10.72,7,0.06875320677270395,0.044894817855310416
Parent affect,24.4,8,0.15649050795279631,0.051308363263211906
Parent affective touch,3.88,1,0.024884556182657773,0.006413545407901488
Parent gaze,274.32,29,1.7593637762955363,0.18599281682914318
Parent gesture,13.28,9,0.08517188301693177,0.057721908671113396
Parent prop manipulation,4.4,3,0.028219599794766553,0.019240636223704467
Parent utterance,92.32000000000001,71,0.5920985120574654,0.45536172396100566
Verbal scaffolding,35.68,27,0.22883530015392511,0.17316572601334018
robot pointing,29.534,14,0.18941765007696254,0.08978963571062083
robot text,155.865,40,0.9996472550025656,0.25654181631605955
CP,69.40000000000003,16,0.4451000513083635,0.10261672652642381
CPC,111.49999999999999,12,0.7151103129810159,0.07696254489481787
MG,1.1999999999999886,1,0.0076962544894817134,0.006413545407901488
PC,128.64000000000004,30,0.8250384812724477,0.19240636223704466
PCP,180.72000000000006,23,1.1590559261159574,0.14751154438173422
affective,12.92,10,0.08286300667008722,0.06413545407901489
affective touch,3.88,1,0.024884556182657773,0.006413545407901488
child,56.800000000000004,28,0.36428937916880455,0.17957927142124167
cognitive,27.44,19,0.17598768599281686,0.12185736275012828
instruction translation,2.8000000000000003,3,0.01795792714212417,0.019240636223704467
missing data,16.759999999999998,4,0.10749102103642894,0.025654181631605953
other,21.026,14,0.1348512057465367,0.08978963571062083
parent,5.6,4,0.03591585428424833,0.025654181631605953
pick up,15.998000000000001,7,0.10260389943560802,0.044894817855310416
point at prop,96.254,36,0.61732939969215,0.23088763468445359
positive 1,55.56,18,0.35633658286300673,0.11544381734222679
positive 2,18.439999999999998,6,0.11826577732170343,0.03848127244740893
positive 3,15.68,4,0.10056439199589534,0.025654181631605953
positive feedback,29.533,12,0.18941123653155467,0.07696254489481787
put down,10.8,5,0.06926629040533608,0.03206772703950744
song,67.06700000000001,1,0.4301372498717292,0.006413545407901488
tablet,757.3599999999999,43,4.857362750128271,0.275782452539764
teach,25.000999999999998,10,0.16034504874294508,0.06413545407901489
technical,3.24,2,0.020779887121600824,0.012827090815802977
utterance,119.44,91,0.7660338635197538,0.5836326321190355
Child affect:positive 1,42.92,14,0.2752693689071319,0.08978963571062083
Child affect:positive 2,8.36,3,0.05361723961005644,0.019240636223704467
Child affect:positive 3,14.0,3,0.08978963571062083,0.019240636223704467
Child gaze:parent,1.2,1,0.007696254489481786,0.006413545407901488
Child gaze:tablet,275.92,9,1.7696254489481789,0.057721908671113396
Child gesture:other,5.04,4,0.0323242688558235,0.025654181631605953
Child gesture:point at prop,61.96,18,0.3973832734735762,0.11544381734222679
Child prop manipulation:child,27.32,15,0.17521806054386865,0.09620318111852233
Child prop manipulation:missing data,13.28,1,0.08517188301693177,0.006413545407901488
Child utterance:utterance,29.8,22,0.19112365315546437,0.14109799897383274
Conversational turns:CP,69.40000000000003,16,0.4451000513083635,0.10261672652642381
Conversational turns:CPC,111.49999999999999,12,0.7151103129810159,0.07696254489481787
Conversational turns:PC,128.64000000000004,30,0.8250384812724477,0.19240636223704466
Conversational turns:PCP,180.72000000000006,23,1.1590559261159574,0.14751154438173422
Joint attention:tablet,237.39999999999992,19,1.5225756798358128,0.12185736275012828
Mutual gaze:MG,1.1999999999999886,1,0.0076962544894817134,0.006413545407901488
Non-verbal scaffolding:cognitive,7.48,5,0.04797331965110314,0.03206772703950744
Non-verbal scaffolding:technical,3.24,2,0.020779887121600824,0.012827090815802977
Parent affect:positive 1,12.64,4,0.08106721395587482,0.025654181631605953
Parent affect:positive 2,10.08,3,0.064648537711647,0.019240636223704467
Parent affect:positive 3,1.68,1,0.0107747562852745,0.006413545407901488
Parent affective touch:affective touch,3.88,1,0.024884556182657773,0.006413545407901488
Parent gaze:child,29.48,13,0.18907131862493587,0.08337609030271935
Parent gaze:missing data,0.8,1,0.005130836326321191,0.006413545407901488
Parent gaze:tablet,244.04,15,1.5651616213442792,0.09620318111852233
Parent gesture:other,8.52,5,0.054643406875320676,0.03206772703950744
Parent gesture:point at prop,4.76,4,0.030528476141611083,0.025654181631605953
Parent prop manipulation:parent,4.4,3,0.028219599794766553,0.019240636223704467
Parent utterance:missing data,2.68,2,0.01718830169317599,0.012827090815802977
Parent utterance:utterance,89.64,69,0.5749102103642895,0.4425346331452027
Verbal scaffolding:affective,12.92,10,0.08286300667008722,0.06413545407901489
Verbal scaffolding:cognitive,19.96,14,0.1280143663417137,0.08978963571062083
Verbal scaffolding:instruction translation,2.8000000000000003,3,0.01795792714212417,0.019240636223704467
robot pointing:point at prop,29.534,14,0.18941765007696254,0.08978963571062083
robot text:other,7.466,5,0.047883530015392514,0.03206772703950744
robot text:pick up,15.998000000000001,7,0.10260389943560802,0.044894817855310416
robot text:positive feedback,29.533,12,0.18941123653155467,0.07696254489481787
robot text:put down,10.8,5,0.06926629040533608,0.03206772703950744
robot text:song,67.06700000000001,1,0.4301372498717292,0.006413545407901488
robot text:teach,25.000999999999998,10,0.16034504874294508,0.06413545407901489
