,total time,count,normalized total time,normalized count
Child affect,12.5,4,0.06343889565570442,0.020300446609825416
Child gaze,236.98000000000002,26,1.2026999593991068,0.1319529029638652
Child gesture,25.48,15,0.1293138449045879,0.0761266747868453
Child prop manipulation,20.84,29,0.10576532683719041,0.14717823792123425
Child utterance,17.793,18,0.0903014616321559,0.09135200974421437
Conversational turns,225.92799999999988,42,1.1466098254161585,0.21315468940316684
Joint attention,169.63999999999996,42,0.8609419407226956,0.21315468940316684
Mutual gaze,3.8300000000000054,5,0.01943767762890786,0.02537555826228177
Non-verbal scaffolding,37.93,30,0.19249898497766949,0.1522533495736906
Parent affect,34.28,8,0.1739748274462038,0.04060089321965083
Parent affective touch,1.72,1,0.008729192042224929,0.005075111652456354
Parent gaze,255.08,79,1.2945594803085667,0.4009338205440519
Parent gesture,20.36,15,0.10332927324401135,0.0761266747868453
Parent utterance,38.644,43,0.19612261469752332,0.2182298010556232
Verbal scaffolding,21.856,24,0.11092164027608607,0.12180267965895249
robot pointing,35.42,15,0.17976045473000404,0.0761266747868453
robot text,186.9,48,0.9485383678440925,0.24360535931790497
CP,48.151999999999944,13,0.24437677628907806,0.0659764514819326
CPC,42.11499999999998,5,0.21373832724319922,0.02537555826228177
MG,3.8300000000000054,5,0.01943767762890786,0.02537555826228177
PC,66.24299999999998,15,0.3361906211936661,0.0761266747868453
PCP,69.41799999999998,9,0.35230410069021506,0.045676004872107184
affective,2.38,4,0.01207876573284612,0.020300446609825416
affective touch,1.72,1,0.008729192042224929,0.005075111652456354
child,61.36,61,0.3114088509947219,0.30958181079983754
cognitive,41.506,37,0.2106475842468534,0.18777913114088507
other,6.4799999999999995,4,0.032886723507917166,0.020300446609825416
parent,7.779999999999999,7,0.03948436865611043,0.03552578156719447
pick up,25.34,9,0.128603329273244,0.045676004872107184
point at prop,81.26,45,0.4124035728786033,0.22838002436053592
positive 1,28.76,8,0.14596021112464475,0.04060089321965083
positive 2,18.02,4,0.0914535119772635,0.020300446609825416
positive feedback,48.980000000000004,16,0.24857896873731222,0.08120178643930166
put down,23.02,8,0.11682907023954525,0.04060089321965083
robot,21.990000000000062,15,0.11160170523751553,0.0761266747868453
song,53.48,1,0.2714169711733658,0.005075111652456354
tablet,591.4099999999999,93,3.001471782379211,0.4719853836784409
teach,29.6,10,0.15022330491270808,0.05075111652456354
technical,15.9,13,0.08069427527405602,0.0659764514819326
utterance,56.437,61,0.2864240763296792,0.30958181079983754
Child affect:positive 1,6.96,2,0.03532277710109622,0.010150223304912708
Child affect:positive 2,5.54,2,0.0281161185546082,0.010150223304912708
Child gaze:parent,7.779999999999999,7,0.03948436865611043,0.03552578156719447
Child gaze:robot,14.02,6,0.07115306536743807,0.03045066991473812
Child gaze:tablet,215.18,13,1.0920625253755583,0.0659764514819326
Child gesture:point at prop,25.48,15,0.1293138449045879,0.0761266747868453
Child prop manipulation:child,20.84,29,0.10576532683719041,0.14717823792123425
Child utterance:utterance,17.793,18,0.0903014616321559,0.09135200974421437
Conversational turns:CP,48.151999999999944,13,0.24437677628907806,0.0659764514819326
Conversational turns:CPC,42.11499999999998,5,0.21373832724319922,0.02537555826228177
Conversational turns:PC,66.24299999999998,15,0.3361906211936661,0.0761266747868453
Conversational turns:PCP,69.41799999999998,9,0.35230410069021506,0.045676004872107184
Joint attention:robot,3.6100000000000634,4,0.01832115306536776,0.020300446609825416
Joint attention:tablet,166.0299999999999,38,0.8426207876573278,0.19285424279334143
Mutual gaze:MG,3.8300000000000054,5,0.01943767762890786,0.02537555826228177
Non-verbal scaffolding:cognitive,23.45,18,0.11901136825010149,0.09135200974421437
Non-verbal scaffolding:technical,14.48,12,0.073487616727568,0.06090133982947624
Parent affect:positive 1,21.8,6,0.11063743402354852,0.03045066991473812
Parent affect:positive 2,12.48,2,0.06333739342265529,0.010150223304912708
Parent affective touch:affective touch,1.72,1,0.008729192042224929,0.005075111652456354
Parent gaze:child,40.52,32,0.20564352415753145,0.16240357287860333
Parent gaze:robot,4.359999999999999,5,0.0221274868047097,0.02537555826228177
Parent gaze:tablet,210.2,42,1.0667884693463254,0.21315468940316684
Parent gesture:point at prop,20.36,15,0.10332927324401135,0.0761266747868453
Parent utterance:utterance,38.644,43,0.19612261469752332,0.2182298010556232
Verbal scaffolding:affective,2.38,4,0.01207876573284612,0.020300446609825416
Verbal scaffolding:cognitive,18.056,19,0.09163621599675192,0.09642712139667071
Verbal scaffolding:technical,1.42,1,0.007206658546488022,0.005075111652456354
robot pointing:point at prop,35.42,15,0.17976045473000404,0.0761266747868453
robot text:other,6.4799999999999995,4,0.032886723507917166,0.020300446609825416
robot text:pick up,25.34,9,0.128603329273244,0.045676004872107184
robot text:positive feedback,48.980000000000004,16,0.24857896873731222,0.08120178643930166
robot text:put down,23.02,8,0.11682907023954525,0.04060089321965083
robot text:song,53.48,1,0.2714169711733658,0.005075111652456354
robot text:teach,29.6,10,0.15022330491270808,0.05075111652456354
