,total time,count,normalized total time,normalized count
Child affect,8.16,3,-0.19902439024390245,-0.07317073170731707
Child gaze,275.40000000000003,12,-6.717073170731708,-0.2926829268292683
Child prop manipulation,34.52,20,-0.8419512195121952,-0.4878048780487805
Child utterance,1.0,2,-0.024390243902439025,-0.04878048780487805
Conversational turns,25.36,4,-0.6185365853658537,-0.0975609756097561
Joint attention,219.39999999999998,16,-5.351219512195121,-0.3902439024390244
Mutual gaze,1.2400000000000002,1,-0.030243902439024396,-0.024390243902439025
Non-verbal scaffolding,18.48,9,-0.4507317073170732,-0.21951219512195122
Parent affect,115.60000000000001,16,-2.8195121951219515,-0.3902439024390244
Parent gaze,245.44,16,-5.986341463414634,-0.3902439024390244
Parent gesture,19.080000000000002,9,-0.4653658536585366,-0.21951219512195122
Parent prop manipulation,1.88,2,-0.045853658536585365,-0.04878048780487805
Parent utterance,48.16,43,-1.1746341463414633,-1.048780487804878
Verbal scaffolding,21.16,17,-0.5160975609756098,-0.4146341463414634
robot pointing,17.867,10,-0.43578048780487805,-0.24390243902439024
robot text,146.798,37,-3.5804390243902438,-0.9024390243902439
CP,4.219999999999999,1,-0.10292682926829265,-0.024390243902439025
MG,1.2400000000000002,1,-0.030243902439024396,-0.024390243902439025
PC,12.18,2,-0.2970731707317073,-0.04878048780487805
PCP,8.96,1,-0.21853658536585369,-0.024390243902439025
affective,3.24,3,-0.07902439024390244,-0.07317073170731707
child,50.32,28,-1.2273170731707317,-0.6829268292682927
cognitive,30.88,18,-0.7531707317073171,-0.43902439024390244
correction,4.266,2,-0.10404878048780487,-0.04878048780487805
other,6.146,4,-0.14990243902439024,-0.0975609756097561
parent,3.48,3,-0.08487804878048781,-0.07317073170731707
pick up,19.401,9,-0.4731951219512195,-0.21951219512195122
point at prop,34.467,17,-0.8406585365853658,-0.4146341463414634
positive 1,103.0,15,-2.5121951219512195,-0.36585365853658536
positive 2,20.76,4,-0.5063414634146342,-0.0975609756097561
positive feedback,23.732,10,-0.5788292682926829,-0.24390243902439024
put down,11.533999999999999,5,-0.2813170731707317,-0.12195121951219512
song,67.266,1,-1.6406341463414635,-0.024390243902439025
tablet,722.84,35,-17.630243902439027,-0.8536585365853658
teach,14.0,6,-0.34146341463414637,-0.14634146341463414
technical,5.52,5,-0.1346341463414634,-0.12195121951219512
try again,2.933,2,-0.07153658536585365,-0.04878048780487805
utterance,49.16,45,-1.1990243902439024,-1.0975609756097562
Child affect:positive 1,7.2,2,-0.175609756097561,-0.04878048780487805
Child affect:positive 2,0.96,1,-0.023414634146341463,-0.024390243902439025
Child gaze:parent,1.6,1,-0.03902439024390244,-0.024390243902439025
Child gaze:tablet,273.8,11,-6.6780487804878055,-0.2682926829268293
Child prop manipulation:child,34.52,20,-0.8419512195121952,-0.4878048780487805
Child utterance:utterance,1.0,2,-0.024390243902439025,-0.04878048780487805
Conversational turns:CP,4.219999999999999,1,-0.10292682926829265,-0.024390243902439025
Conversational turns:PC,12.18,2,-0.2970731707317073,-0.04878048780487805
Conversational turns:PCP,8.96,1,-0.21853658536585369,-0.024390243902439025
Joint attention:tablet,219.39999999999998,16,-5.351219512195121,-0.3902439024390244
Mutual gaze:MG,1.2400000000000002,1,-0.030243902439024396,-0.024390243902439025
Non-verbal scaffolding:cognitive,16.6,7,-0.40487804878048783,-0.17073170731707318
Non-verbal scaffolding:technical,1.88,2,-0.045853658536585365,-0.04878048780487805
Parent affect:positive 1,95.8,13,-2.3365853658536584,-0.3170731707317073
Parent affect:positive 2,19.8,3,-0.4829268292682927,-0.07317073170731707
Parent gaze:child,15.8,8,-0.3853658536585366,-0.1951219512195122
Parent gaze:tablet,229.64,8,-5.600975609756097,-0.1951219512195122
Parent gesture:other,2.48,2,-0.06048780487804878,-0.04878048780487805
Parent gesture:point at prop,16.6,7,-0.40487804878048783,-0.17073170731707318
Parent prop manipulation:parent,1.88,2,-0.045853658536585365,-0.04878048780487805
Parent utterance:utterance,48.16,43,-1.1746341463414633,-1.048780487804878
Verbal scaffolding:affective,3.24,3,-0.07902439024390244,-0.07317073170731707
Verbal scaffolding:cognitive,14.28,11,-0.34829268292682924,-0.2682926829268293
Verbal scaffolding:technical,3.64,3,-0.08878048780487806,-0.07317073170731707
robot pointing:point at prop,17.867,10,-0.43578048780487805,-0.24390243902439024
robot text:correction,4.266,2,-0.10404878048780487,-0.04878048780487805
robot text:other,3.6660000000000004,2,-0.08941463414634147,-0.04878048780487805
robot text:pick up,19.401,9,-0.4731951219512195,-0.21951219512195122
robot text:positive feedback,23.732,10,-0.5788292682926829,-0.24390243902439024
robot text:put down,11.533999999999999,5,-0.2813170731707317,-0.12195121951219512
robot text:song,67.266,1,-1.6406341463414635,-0.024390243902439025
robot text:teach,14.0,6,-0.34146341463414637,-0.14634146341463414
robot text:try again,2.933,2,-0.07153658536585365,-0.04878048780487805
