,total time,count,normalized total time,normalized count
Child affect,5.88,6,0.04102707228579402,0.04186435947530002
Child gaze,283.48,29,1.9779514373430085,0.20234440413061677
Child gesture,10.84,7,0.07563494278537537,0.04884175272118336
Child prop manipulation,20.92,18,0.14596706670387943,0.12559307842590006
Child utterance,5.76,7,0.04018978509628802,0.04884175272118336
Conversational turns,56.51999999999995,13,0.3943622662573259,0.09070611219648338
Joint attention,63.62000000000003,11,0.44390175830309814,0.07675132570471671
Non-verbal scaffolding,9.16,10,0.06391292213229137,0.06977393245883337
Parent gaze,79.2,6,0.5526095450739603,0.04186435947530002
Parent gesture,15.52,8,0.10828914317610938,0.0558191459670667
Parent prop manipulation,3.1599999999999997,3,0.022048562656991344,0.02093217973765001
Parent utterance,51.32,43,0.35807982137873284,0.3000279095729835
Verbal scaffolding,40.36,31,0.2816075914038515,0.21629919062238345
robot pointing,42.734,15,0.2981719229695785,0.10466089868825006
robot text,206.801,44,1.44293190064192,0.30700530281886684
CP,11.599999999999994,4,0.08093776165224667,0.02790957298353335
CPC,5.1200000000000045,1,0.03572425341892271,0.006977393245883337
PC,18.93999999999997,5,0.1321518280770302,0.034886966229416685
PCP,20.859999999999985,3,0.1455484231091263,0.02093217973765001
affective,4.359999999999999,5,0.030421434552051346,0.034886966229416685
child,20.92,18,0.14596706670387943,0.12559307842590006
cognitive,44.84,35,0.31286631314540886,0.24420876360591678
correction,12.133,3,0.08465671225230252,0.02093217973765001
missing data,9.64,3,0.06726207089031537,0.02093217973765001
other,18.708,10,0.13053307284398546,0.06977393245883337
parent,19.6,16,0.13675690761931342,0.1116382919341334
pick up,28.667,8,0.20002093217973763,0.0558191459670667
point at prop,53.934,24,0.3763187273234719,0.16745743790120007
positive 1,4.52,5,0.03153781747139268,0.034886966229416685
positive 2,1.36,1,0.009489254814401339,0.006977393245883337
positive feedback,37.932,10,0.26466648060284675,0.06977393245883337
put down,16.933,5,0.11814819983254254,0.034886966229416685
song,54.666,1,0.3814261791794585,0.006977393245883337
tablet,409.86,33,2.8597543957577445,0.23025397711415013
teach,37.668,10,0.26282444878593353,0.06977393245883337
technical,0.32,1,0.002232765838682668,0.006977393245883337
try again,7.734,2,0.05396315936366173,0.013954786491766675
utterance,54.96,48,0.3834775327937482,0.33491487580240015
Child affect:positive 1,4.52,5,0.03153781747139268,0.034886966229416685
Child affect:positive 2,1.36,1,0.009489254814401339,0.006977393245883337
Child gaze:parent,16.44,13,0.11470834496232207,0.09070611219648338
Child gaze:tablet,267.04,16,1.8632430923806864,0.1116382919341334
Child gesture:other,5.64,4,0.03935249790678202,0.02790957298353335
Child gesture:point at prop,5.2,3,0.036282444878593355,0.02093217973765001
Child prop manipulation:child,20.92,18,0.14596706670387943,0.12559307842590006
Child utterance:utterance,5.76,7,0.04018978509628802,0.04884175272118336
Conversational turns:CP,11.599999999999994,4,0.08093776165224667,0.02790957298353335
Conversational turns:CPC,5.1200000000000045,1,0.03572425341892271,0.006977393245883337
Conversational turns:PC,18.93999999999997,5,0.1321518280770302,0.034886966229416685
Conversational turns:PCP,20.859999999999985,3,0.1455484231091263,0.02093217973765001
Joint attention:tablet,63.62000000000003,11,0.44390175830309814,0.07675132570471671
Non-verbal scaffolding:cognitive,8.84,9,0.0616801562936087,0.06279653921295003
Non-verbal scaffolding:technical,0.32,1,0.002232765838682668,0.006977393245883337
Parent gaze:tablet,79.2,6,0.5526095450739603,0.04186435947530002
Parent gesture:missing data,7.52,1,0.05246999720904269,0.006977393245883337
Parent gesture:other,2.0,1,0.013954786491766675,0.006977393245883337
Parent gesture:point at prop,6.0,6,0.04186435947530002,0.04186435947530002
Parent prop manipulation:parent,3.1599999999999997,3,0.022048562656991344,0.02093217973765001
Parent utterance:missing data,2.12,2,0.014792073681272675,0.013954786491766675
Parent utterance:utterance,49.2,41,0.3432877476974602,0.2860731230812168
Verbal scaffolding:affective,4.359999999999999,5,0.030421434552051346,0.034886966229416685
Verbal scaffolding:cognitive,36.0,26,0.2511861568518001,0.18141222439296675
robot pointing:point at prop,42.734,15,0.2981719229695785,0.10466089868825006
robot text:correction,12.133,3,0.08465671225230252,0.02093217973765001
robot text:other,11.068,5,0.07722578844543677,0.034886966229416685
robot text:pick up,28.667,8,0.20002093217973763,0.0558191459670667
robot text:positive feedback,37.932,10,0.26466648060284675,0.06977393245883337
robot text:put down,16.933,5,0.11814819983254254,0.034886966229416685
robot text:song,54.666,1,0.3814261791794585,0.006977393245883337
robot text:teach,37.668,10,0.26282444878593353,0.06977393245883337
robot text:try again,7.734,2,0.05396315936366173,0.013954786491766675
