,total time,count,normalized total time,normalized count
Child affect,33.32,10,0.11147540983606556,0.03345600535296085
Child gaze,200.17999999999998,13,0.6697223151555702,0.043492806958849106
Child gesture,25.44,12,0.08511207761793241,0.040147206423553024
Child prop manipulation,27.84,15,0.09314151890264301,0.05018400802944128
Child utterance,30.72,33,0.10277684844429573,0.11040481766477081
Conversational turns,490.10000000000053,90,1.6396788223486132,0.30110404817664765
Joint attention,162.82,29,0.5447306791569085,0.09702241552358647
Mutual gaze,1.9200000000000017,1,0.006423553027768489,0.0033456005352960855
Non-verbal scaffolding,3.84,4,0.012847106055536966,0.013382402141184342
Parent affect,1.68,1,0.005620608899297423,0.0033456005352960855
Parent gaze,271.12,67,0.9070592171294747,0.2241552358648377
Parent gesture,5.92,7,0.019805955168952824,0.023419203747072598
Parent prop manipulation,1.28,1,0.004282368685178989,0.0033456005352960855
Parent utterance,43.8,37,0.14653730344596852,0.12378721980595515
Verbal scaffolding,15.16,13,0.050719304115088654,0.043492806958849106
robot pointing,30.8,10,0.10304449648711943,0.03345600535296085
robot text,220.4,40,0.7373703579792572,0.1338240214118434
CP,81.8000000000001,23,0.2736701237872201,0.07694881231180996
CPC,137.4200000000002,19,0.45975242556038864,0.06356641017062561
MG,1.9200000000000017,1,0.006423553027768489,0.0033456005352960855
PC,109.74000000000018,26,0.367146202743393,0.08698561391769821
PCP,161.14000000000007,22,0.5391100702576114,0.07360321177651388
affective,0.56,1,0.001873536299765808,0.0033456005352960855
child,70.84,47,0.2370023419203747,0.157243225158916
cognitive,18.44,16,0.06169287387085982,0.05352960856473737
correction,13.8,3,0.04616928738708598,0.010036801605888256
other,14.08,8,0.04710605553696888,0.026764804282368684
parent,4.44,2,0.01485446637671462,0.006691201070592171
pick up,41.2,10,0.13783874205419872,0.03345600535296085
point at prop,57.88,24,0.1936433589829374,0.08029441284710605
positive 1,28.160000000000004,8,0.09421211107393777,0.026764804282368684
positive 2,6.84,3,0.022883907661425222,0.010036801605888256
positive feedback,45.4,10,0.15189026430244226,0.03345600535296085
put down,21.8,5,0.07293409166945466,0.016728002676480426
song,55.2,1,0.1846771495483439,0.0033456005352960855
tablet,587.96,76,1.9670792907326864,0.25426564068250246
teach,21.2,5,0.07092673134827701,0.016728002676480426
try again,12.0,3,0.040147206423553024,0.010036801605888256
utterance,74.52,70,0.24931415189026426,0.23419203747072598
Child affect:positive 1,26.480000000000004,7,0.08859150217464035,0.023419203747072598
Child affect:positive 2,6.84,3,0.022883907661425222,0.010036801605888256
Child gaze:parent,3.16,1,0.01057209769153563,0.0033456005352960855
Child gaze:tablet,197.01999999999998,12,0.6591502174640347,0.040147206423553024
Child gesture:other,2.2,2,0.007360321177651388,0.006691201070592171
Child gesture:point at prop,23.24,10,0.07775175644028101,0.03345600535296085
Child prop manipulation:child,27.84,15,0.09314151890264301,0.05018400802944128
Child utterance:utterance,30.72,33,0.10277684844429573,0.11040481766477081
Conversational turns:CP,81.8000000000001,23,0.2736701237872201,0.07694881231180996
Conversational turns:CPC,137.4200000000002,19,0.45975242556038864,0.06356641017062561
Conversational turns:PC,109.74000000000018,26,0.367146202743393,0.08698561391769821
Conversational turns:PCP,161.14000000000007,22,0.5391100702576114,0.07360321177651388
Joint attention:tablet,162.82,29,0.5447306791569085,0.09702241552358647
Mutual gaze:MG,1.9200000000000017,1,0.006423553027768489,0.0033456005352960855
Non-verbal scaffolding:cognitive,3.84,4,0.012847106055536966,0.013382402141184342
Parent affect:positive 1,1.68,1,0.005620608899297423,0.0033456005352960855
Parent gaze:child,43.0,32,0.14386082301773168,0.10705921712947473
Parent gaze:tablet,228.12,35,0.763198394111743,0.11709601873536299
Parent gesture:other,2.08,3,0.006958849113415858,0.010036801605888256
Parent gesture:point at prop,3.84,4,0.012847106055536966,0.013382402141184342
Parent prop manipulation:parent,1.28,1,0.004282368685178989,0.0033456005352960855
Parent utterance:utterance,43.8,37,0.14653730344596852,0.12378721980595515
Verbal scaffolding:affective,0.56,1,0.001873536299765808,0.0033456005352960855
Verbal scaffolding:cognitive,14.6,12,0.04884576781532284,0.040147206423553024
robot pointing:point at prop,30.8,10,0.10304449648711943,0.03345600535296085
robot text:correction,13.8,3,0.04616928738708598,0.010036801605888256
robot text:other,9.8,3,0.03278688524590164,0.010036801605888256
robot text:pick up,41.2,10,0.13783874205419872,0.03345600535296085
robot text:positive feedback,45.4,10,0.15189026430244226,0.03345600535296085
robot text:put down,21.8,5,0.07293409166945466,0.016728002676480426
robot text:song,55.2,1,0.1846771495483439,0.0033456005352960855
robot text:teach,21.2,5,0.07092673134827701,0.016728002676480426
robot text:try again,12.0,3,0.040147206423553024,0.010036801605888256
