,total time,count,normalized total time,normalized count
Child affect,90.36,29,0.30407861084937404,0.09759052362363708
Child gaze,269.03999999999996,11,0.9053708439897696,0.03701709516758648
Child gesture,3.38,3,0.011374343787858392,0.010095571409341768
Child prop manipulation,24.6,16,0.0827836855566025,0.053843047516489426
Child utterance,10.88,18,0.036613272311212815,0.060573428456050606
Conversational turns,212.35399999999993,48,0.714611657019787,0.1615291425494683
Joint attention,171.07999999999984,40,0.5757167855700627,0.13460761879122357
Non-verbal scaffolding,17.5,13,0.058890833221160316,0.04374747610714766
Parent affect,38.6,9,0.12989635213353076,0.030286714228025303
Parent gaze,275.04,77,0.9255619868084534,0.2591196661731054
Parent gesture,12.52,8,0.04213218468165297,0.026921523758244713
Parent prop manipulation,9.06,9,0.030488625656212142,0.030286714228025303
Parent utterance,42.88,49,0.1442993673441917,0.16489433301924888
Verbal scaffolding,17.240000000000002,18,0.05801588369901737,0.060573428456050606
robot pointing,16.733,9,0.056309732130838605,0.030286714228025303
robot text,84.535,35,0.28447637636290213,0.11778166644232063
CP,44.914999999999985,14,0.15114752995019512,0.04711266657692825
CPC,35.73599999999998,5,0.12025844662807908,0.016825952348902946
PC,53.999999999999986,16,0.18172028536815177,0.053843047516489426
PCP,77.70299999999999,13,0.2614853950733611,0.04374747610714766
affective,1.44,2,0.004845874276484048,0.006730380939561178
child,118.44,53,0.398573159240813,0.17835509489837123
cognitive,23.8,20,0.08009153318077802,0.06730380939561179
correction,8.2,3,0.02759456185220083,0.010095571409341768
missing data,5.84,3,0.01965271234351864,0.010095571409341768
other,1.733,1,0.005831875084129762,0.003365190469780589
parent,9.06,9,0.030488625656212142,0.030286714228025303
pick up,24.267,10,0.08166307713016556,0.03365190469780589
point at prop,32.633,20,0.10981626060034998,0.06730380939561179
positive 1,82.64,26,0.27809934042266793,0.08749495221429532
positive 2,36.8,9,0.12383900928792568,0.030286714228025303
positive 3,9.520000000000001,3,0.032036613272311214,0.010095571409341768
positive feedback,21.0,8,0.07066899986539238,0.026921523758244713
put down,11.868,5,0.039938080495356035,0.016825952348902946
tablet,616.2799999999999,89,2.0738995827163813,0.29950195181047246
teach,13.533000000000001,5,0.04554112262754072,0.016825952348902946
technical,9.5,9,0.031969309462915596,0.030286714228025303
try again,3.934,3,0.01323865930811684,0.010095571409341768
utterance,52.96,66,0.17822048727958,0.2221025710055189
Child affect:positive 1,51.72,19,0.1740476510970521,0.06393861892583119
Child affect:positive 2,29.12,7,0.09799434648001076,0.023556333288464126
Child affect:positive 3,9.520000000000001,3,0.032036613272311214,0.010095571409341768
Child gaze:missing data,1.68,1,0.00565351998923139,0.003365190469780589
Child gaze:tablet,267.36,10,0.8997173240005384,0.03365190469780589
Child gesture:point at prop,3.38,3,0.011374343787858392,0.010095571409341768
Child prop manipulation:child,24.6,16,0.0827836855566025,0.053843047516489426
Child utterance:utterance,10.88,18,0.036613272311212815,0.060573428456050606
Conversational turns:CP,44.914999999999985,14,0.15114752995019512,0.04711266657692825
Conversational turns:CPC,35.73599999999998,5,0.12025844662807908,0.016825952348902946
Conversational turns:PC,53.999999999999986,16,0.18172028536815177,0.053843047516489426
Conversational turns:PCP,77.70299999999999,13,0.2614853950733611,0.04374747610714766
Joint attention:tablet,171.07999999999984,40,0.5757167855700627,0.13460761879122357
Non-verbal scaffolding:cognitive,12.52,8,0.04213218468165297,0.026921523758244713
Non-verbal scaffolding:technical,4.98,5,0.016758648539507336,0.016825952348902946
Parent affect:positive 1,30.919999999999998,7,0.10405168932561581,0.023556333288464126
Parent affect:positive 2,7.68,2,0.025844662807914923,0.006730380939561178
Parent gaze:child,93.84,37,0.3157894736842105,0.1245120473818818
Parent gaze:missing data,3.36,1,0.01130703997846278,0.003365190469780589
Parent gaze:tablet,177.84,39,0.59846547314578,0.13124242832144298
Parent gesture:point at prop,12.52,8,0.04213218468165297,0.026921523758244713
Parent prop manipulation:parent,9.06,9,0.030488625656212142,0.030286714228025303
Parent utterance:missing data,0.8,1,0.0026921523758244715,0.003365190469780589
Parent utterance:utterance,42.08,48,0.1416072149683672,0.1615291425494683
Verbal scaffolding:affective,1.44,2,0.004845874276484048,0.006730380939561178
Verbal scaffolding:cognitive,11.280000000000001,12,0.03795934849912505,0.04038228563736707
Verbal scaffolding:technical,4.52,4,0.015210660923408262,0.013460761879122356
robot pointing:point at prop,16.733,9,0.056309732130838605,0.030286714228025303
robot text:correction,8.2,3,0.02759456185220083,0.010095571409341768
robot text:other,1.733,1,0.005831875084129762,0.003365190469780589
robot text:pick up,24.267,10,0.08166307713016556,0.03365190469780589
robot text:positive feedback,21.0,8,0.07066899986539238,0.026921523758244713
robot text:put down,11.868,5,0.039938080495356035,0.016825952348902946
robot text:teach,13.533000000000001,5,0.04554112262754072,0.016825952348902946
robot text:try again,3.934,3,0.01323865930811684,0.010095571409341768
